key,gid,title,ko,en,title_en,src,aip,status,note
258R:0,258R,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R12 유도선에 위치하도록 푸쉬백한다. * Face East 후방견인 시 RA 유도선을 개방하도록 푸쉬백,The aircraft shall be pushed back onto taxilane R12 to face east. * Keep taxilane RA clear.,,aip+tr,AMDT 7/26,review,
258R:1,258R,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R12 유도선에 위치하도록 푸쉬백한다. * Face East 후방견인 시 RA 유도선을 개방하도록 푸쉬백,The aircraft shall be pushed back onto taxilane R12 to face west. * A pushback to face east leaves taxilane RA clear.,,aip+tr,AMDT 7/26,review,
258R:2,258R,"Pushback Approved to Point 38, Point 37",항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point 38 또는 37에 정대시킨다.,The aircraft shall be pushed back to face south until its nosewheel is at spot 38 or 37.,,aip+tr,,review,
259:0,259,Pushback Approved to Blue,항공기 기수방향이 북쪽을 향하게 하여 Blue Line을 따라 후방견인하여 Nose Gear가 R12 유도선에 위치하도록 한다.,The aircraft shall be pushed back to face north along blue line until its nosewheel is at R12.,,aip,AMDT 7/26,review,
259:1,259,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 후방견인하여 Nose Gear 및 동체가 R12 유도선에 위치하도록 한다.,The aircraft shall be pushed back onto taxilane R12 to face east.,,aip,AMDT 7/26,review,
259:2,259,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 후방견인하여 Nose Gear 및 동체가 R12 유도선에 위치하도록 한다.,The aircraft shall be pushed back onto taxilane R12 to face west.,,aip,AMDT 7/26,review,
259:3,259,"Pushback Approved to Point 38, Point 37",항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point 38 또는 37에 정대시킨다.,The aircraft shall be pushed back to face south until its nosewheel is at spot 38 or 37.,,aip+tr,,review,
259:4,259,Pushback Approved to Face South on R1,"항공기 기수방향이 남쪽을 향하게 후방견인하여, Nose Gear 및 동체가 R1 유도선에 위치하도록 한다.",The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
260:0,260,Pushback Approved to Blue,항공기 기수방향이 북쪽을 향하게 하여 Blue Line을 따라 후방견인하여 Nose Gear가 R12 유도선에 위치하도록 한다.,The aircraft shall be pushed back to face north along blue line until its nosewheel is at R12.,,aip,AMDT 7/26,review,
260:1,260,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 후방견인하여 Nose Gear 및 동체가 R12 유도선에 위치하도록 한다.,The aircraft shall be pushed back onto taxilane R12 to face east.,,aip,AMDT 7/26,review,
260:2,260,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 후방견인하여 Nose Gear 및 동체가 R12 유도선에 위치하도록 한다.,The aircraft shall be pushed back onto taxilane R12 to face west.,,aip,AMDT 7/26,review,
260:3,260,"Pushback Approved to Point 38, Point 37",항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point 38 또는 37에 정대시킨다.,The aircraft shall be pushed back to face south until its nosewheel is at spot 38 or 37.,,aip+tr,,review,
260:4,260,Pushback Approved to Face South on R1,"항공기 기수방향이 남쪽을 향하게 후방견인하여, Nose Gear 및 동체가 R1 유도선에 위치하도록 한다.",The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
261:0,261,Pushback Approved to Blue,항공기 기수방향이 북쪽을 향하게 하여 Blue Line을 따라 후방견인하여 Nose Gear가 R12 유도선에 위치하도록 한다.,The aircraft shall be pushed back to face north along blue line until its nosewheel is at R12.,,aip,AMDT 7/26,review,
261:1,261,Pushback Approved to Face East,"항공기 기수방향이 동쪽을 향하게 후방견인하여, Nose Gear 및 동체가 R12 유도선에 위치하도록 푸쉬백한다.",The aircraft shall be pushed back onto taxilane R12 to face east.,,aip,AMDT 7/26,review,
261:2,261,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치 및 R12 유도로를 개방하도록 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R1 to face south, leaving taxilane R12 clear.",,aip+tr,AMDT 7/26,review,
261R:0,261R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치 및 R12 유도로를 개방하도록 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R1 to face south, leaving taxilane R12 clear.",,aip+tr,AMDT 7/26,review,
261R:1,261R,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R12 유도선에 위치 및 R1 유도로를 개방하도록 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R12 to face east, leaving taxilane R1 clear.",,aip+tr,AMDT 7/26,review,
262:0,262,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
262:1,262,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
263:0,263,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
263:1,263,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
264:0,264,Pushback Approved to Face South,"항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다. * 264, 265 주기장 후방견인시 R1 횡단GSE도로를 개방하여 푸쉬백","The aircraft shall be pushed back onto taxilane R1 to face south. * At stands 264 and 265, the aircraft is pushed back so that the GSE road crossing taxilane R1 remains clear.",,aip+tr,,review,
264:1,264,Pushback Approved to Face North,"항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다. * 264, 265 주기장 후방견인시 R1 횡단GSE도로를 개방하여 푸쉬백","The aircraft shall be pushed back onto taxilane R1 to face north. * At stands 264 and 265, the aircraft is pushed back so that the GSE road crossing taxilane R1 remains clear.",,aip+tr,AMDT 7/26,review,
265:0,265,Pushback Approved to Face South,"항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다. * 264, 265 주기장 후방견인시 R1 횡단GSE도로를 개방하여 푸쉬백","The aircraft shall be pushed back onto taxilane R1 to face south. * At stands 264 and 265, the aircraft is pushed back so that the GSE road crossing taxilane R1 remains clear.",,aip+tr,,review,
265:1,265,Pushback Approved to Face North,"항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다. * 264, 265 주기장 후방견인시 R1 횡단GSE도로를 개방하여 푸쉬백","The aircraft shall be pushed back onto taxilane R1 to face north. * At stands 264 and 265, the aircraft is pushed back so that the GSE road crossing taxilane R1 remains clear.",,aip+tr,AMDT 7/26,review,
266:0,266,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
266:1,266,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
266L:0,266L,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
266L:1,266L,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
266R:0,266R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
266R:1,266R,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
267:0,267,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
267:1,267,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
267L:0,267L,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
267L:1,267L,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
267R:0,267R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
267R:1,267R,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
268:0,268,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
268:1,268,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
268L:0,268L,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
268L:1,268L,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
268R:0,268R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
268R:1,268R,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
275:0,275,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
275:1,275,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
275:2,275,Pushback Approved to Point 58,항공기 기수방향이 북쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 58에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 58.,,aip,AMDT 7/26,review,
275L:0,275L,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
275L:1,275L,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
275L:2,275L,Pushback Approved to Point 58,항공기 기수방향이 북쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 58에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 58.,,aip,AMDT 7/26,review,
275R:0,275R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
275R:1,275R,Pushback Approved to Face North,항공기 기수방향이 복쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
276:0,276,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
276:1,276,Pushback Approved to Face North,항공기 기수방향이 복쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
277:0,277,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
277:1,277,Pushback Approved to Face North,항공기 기수방향이 복쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
278:0,278,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
278:1,278,Pushback Approved to Face North,항공기 기수방향이 복쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
279:0,279,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
279:1,279,Pushback Approved to Face North,항공기 기수방향이 복쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
280:0,280,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
280:1,280,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
280:2,280,Pushback Approved to Point 57,항공기 기수방향이 남쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 57에 정대시킨다.,The aircraft shall be pushed back to face south until its nosewheel is at spot 57.,,aip,AMDT 7/26,review,
281:0,281,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
281:1,281,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
281:2,281,Pushback Approved to Point 57,항공기 기수방향이 남쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 57에 정대시킨다.,The aircraft shall be pushed back to face south until its nosewheel is at spot 57.,,aip,AMDT 7/26,review,
282:0,282,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
282:1,282,Pushback Approved to Point 57,항공기 기수방향이 남쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 57에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward until its nosewheel is at spot 57.,,aip,AMDT 7/26,review,
282:2,282,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
282:3,282,Pushback Approved to Point 56,항공기 기수방향이 북쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 56에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 56.,,aip,AMDT 7/26,review,
283:0,283,Pushback Approved to Point 57,항공기 기수방향이 남쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 57에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward until its nosewheel is at spot 57.,,aip,AMDT 7/26,review,
283:1,283,Pushback Approved to Point 56,항공기 기수방향이 북쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 56에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 56.,,aip,AMDT 7/26,review,
283:2,283,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
283:3,283,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face east.,,aip,AMDT 7/26,review,
283R:0,283R,Pushback Approved to Point 57,항공기 기수방향이 남쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 57에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward until its nosewheel is at spot 57.,,aip,AMDT 7/26,review,
283R:1,283R,Pushback Approved to Point 56,항공기 기수방향이 북쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 56에 정대시킨다.,The aircraft shall be pushed back to face north until its nosewheel is at spot 56.,,aip,AMDT 7/26,review,
283R:2,283R,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
283R:3,283R,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R17 유도선에 위치하도록 푸쉬백한다.<br>* 항공기 소산 전용,The aircraft shall be pushed back onto taxilane R17 to face east. * This procedure is for aircraft dispersal only.,,aip+tr,AMDT 7/26,review,
284:0,284,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face east.,,aip,AMDT 7/26,review,
284:1,284,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face west.,,aip,AMDT 7/26,review,
284:2,284,Pushback Approved to Point 56,항공기 기수방향이 북쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 56에 정대시킨다.,The aircraft shall be pushed back to face north until its nosewheel is at spot 56.,,aip,AMDT 7/26,review,
285:0,285,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face east.,,aip,AMDT 7/26,review,
285:1,285,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face west.,,aip,AMDT 7/26,review,
285:2,285,Pushback Approved to Point 56,항공기 기수방향이 북쪽을 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 56에 정대시킨다.,The aircraft shall be pushed back to face north until its nosewheel is at spot 56.,,aip,AMDT 7/26,review,
286:0,286,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face east.,,aip,AMDT 7/26,review,
286:1,286,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face west.,,aip,AMDT 7/26,review,
287:0,287,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face east.,,aip,AMDT 7/26,review,
287:1,287,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face west.,,aip,AMDT 7/26,review,
288:0,288,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face east.,,aip,AMDT 7/26,review,
288:1,288,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face west.,,aip,AMDT 7/26,review,
288:2,288,Pushback Approved to Point 55,항공기 기수방향이 서쪽을 향하게 하고 RE유도선을 따라 견인하여 Nose Gear를 Point 55에 정대시킨다.,The aircraft shall be pushed back to face west and then towed forward until its nosewheel is at spot 55.,,aip,AMDT 7/26,review,
289:0,289,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face east.,,aip,AMDT 7/26,review,
289:1,289,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face west.,,aip,AMDT 7/26,review,
289:2,289,Pushback Approved to Point 55,항공기 기수방향이 서쪽을 향하게 하고 RE유도선을 따라 견인하여 Nose Gear를 Point 55에 정대시킨다.,The aircraft shall be pushed back to face west and then towed forward until its nosewheel is at spot 55.,,aip,AMDT 7/26,review,
290:0,290,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face west.,,aip,AMDT 7/26,review,
290:1,290,Pushback Approved to Point 55,항공기 기수방향이 서쪽을 향하게 하고 RE유도선을 따라 견인하여 Nose Gear를 Point 55에 정대시킨다.,The aircraft shall be pushed back to face west until its nosewheel is at spot 55.,,aip,AMDT 7/26,review,
290:2,290,Pushback Approved to Face South on R23,항공기 기수방향을 남쪽으로 향하게 하고 R23유도선을 따라 푸쉬백하여 Nose Gear를 R23상에 정대시킨다.,The aircraft shall be pushed back onto taxilane R23 to face south.,,aip,AMDT 7/26,review,
290R:0,290R,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R17 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R17 to face west.,,aip,AMDT 7/26,review,
291:0,291,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face west.,,aip,AMDT 7/26,review,
291:1,291,Pushback Approved to Point 55,항공기 기수방향이 서쪽을 향하게 하고 RE유도선을 따라 견인하여 Nose Gear를 Point 55에 정대시킨다.,The aircraft shall be pushed back to face west until its nosewheel is at spot 55.,,aip,AMDT 7/26,review,
291:2,291,Pushback Approved to Face South on R23,항공기 기수방향을 남쪽으로 향하게 하고 R23유도선을 따라 푸쉬백하여 Nose Gear를 R23상에 정대시킨다.,The aircraft shall be pushed back onto taxilane R23 to face south.,,aip,AMDT 7/26,review,
301:0,301,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R10 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R10 to face east.,,aip,AMDT 7/26,review,
302:0,302,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R10 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R10 to face east.,,aip+tr,,review,
302:1,302,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R10 유도선에 위치하도록 푸쉬백한다. * 302번 주기장에서 푸쉬백 시 R1이 개방되도록 푸쉬백,"The aircraft shall be pushed back onto taxilane R10 to face west. * At stand 302, the aircraft is pushed back so that taxilane R1 remains clear.",,aip+tr,AMDT 7/26,review,
303:0,303,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R10 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R10 to face east.,,aip+tr,,review,
303:1,303,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R10 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R10 to face west.,,aip,AMDT 7/26,review,
304:0,304,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R10 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R10 to face east.,,aip+tr,,review,
304:1,304,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R10 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R10 to face west.,,aip,AMDT 7/26,review,
305:0,305,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R10 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R10 to face east.,,aip+tr,,review,
